log_id,date,engine_id,ata_chapter,component,text
LOG-1323,2025-10-24 11:02,90,78-30,Thrust Reverser,Heavy Check C-Visit Finding | Engine 90 | Thrust Reverser: Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Engineering disposition: Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-1324,2025-08-07 22:02,88,72-40,Low-Pressure Turbine (LPT),"Maintenance Debrief Engine 88 (Low-Pressure Turbine (LPT), ATA 72-40): Crew reported anomaly. Finding: P&D valve failed to close during engine shutdown; fuel dribble into combustor confirmed. Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 235-B66)."
LOG-1325,2025-06-18 06:02,4,78-30,Thrust Reverser,Borescope Work Order | Engine 4 | Thrust Reverser: Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Outcome: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1326,2025-08-16 00:02,19,78-30,Thrust Reverser,Routine Inspection of Thrust Reverser on Engine 19: Seal degradation resulting in higher-than-expected secondary airflow bypass; labyrinth knife-edges worn. Action Taken: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1327,2025-07-04 11:02,47,72-20,Low-Pressure Compressor (LPC / Booster),Auto-Alert on Sensor S4 (Engine 47). Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-1328,2025-11-28 12:02,58,72-30,Variable Stator Vane (VSV) System,Shop Finding — Engine S/N 58 | Variable Stator Vane (VSV) System: AGB oil filler cap found improperly seated; oil loss estimated at 2.3 qt over 4-hour flight. Disposition: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-1329,2025-07-20 00:02,68,74-10,Starter / Ignition System,EHM System Flag — Sensor S21 | Engine 68 | ATA 74-10: Engine refused to accelerate above 80% N1 during takeoff; bleed air valve incorrectly rigged. Pylon skin crack repaired per SRM Chapter 53 approved doubler repair. NDT re-check: no crack extension. Returned to service.
LOG-1330,2025-06-04 18:02,48,72-40,Low-Pressure Turbine (LPT),"Routine Inspection of Low-Pressure Turbine (LPT) on Engine 48: Oil cooler matrix found cracked at inlet header, causing low oil pressure indication. Action Taken: Replaced O-ring seals (PN: 145-A14) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks."
LOG-1331,2026-02-03 22:02,33,74-10,Starter / Ignition System,ATA 74-10 | Engine 33: HPT stage-2 nozzle guide vanes exhibit oxidation and hot-section erosion beyond serviceable limits. Replaced O-ring seals (PN: 408-B51) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks.
LOG-1332,2025-08-02 00:02,75,72-60,Accessory Gearbox (AGB),Trend Analysis Report — Engine 75 Accessory Gearbox (AGB): Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. Maintenance response: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 890-C23). WIF sensor re-tested OK.
LOG-1333,2025-11-18 13:02,88,73-10,Fuel System,Heavy Check C-Visit Finding | Engine 88 | Fuel System: VSV unison ring wear pin fractured; complete ring replaced per AMM 72-30-12. Engineering disposition: Blended out compressor blade damage per AMM 72-30-05; within all dimensional limits. FPI re-check clear.
LOG-1334,2025-07-13 10:02,4,72-30,High-Pressure Compressor (HPC),"Maintenance Debrief Engine 4 (High-Pressure Compressor (HPC), ATA 72-30): Crew reported anomaly. Finding: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. FADEC software updated to version 5.1.4 per SB 72-30-73-056. Ground test cycle confirms correct engine response."
LOG-1335,2026-05-05 19:02,15,72-50,Turbine Rear Frame (TRF),"Maintenance Debrief Engine 15 (Turbine Rear Frame (TRF), ATA 72-50): Crew reported anomaly. Finding: Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service."
LOG-1336,2026-04-14 08:02,66,79-00,Oil System,Routine Inspection of Oil System on Engine 66: LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Action Taken: Combustor liner replaced with serviceable unit (PN: 422-B55). Borescope post-installation confirms correct seating.
LOG-1337,2025-06-11 10:02,7,72-20,Low-Pressure Compressor (LPC / Booster),Borescope Work Order | Engine 7 | Low-Pressure Compressor (LPC / Booster): Debris found in magnetic chip detector (MCD); metallurgical analysis confirms #3 bearing wear particles. Outcome: Hydraulic actuator seal kit replaced (PN: 818-A33). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1338,2026-01-12 02:02,89,72-40,Combustor Section,"Maintenance Debrief Engine 89 (Combustor Section, ATA 72-40): Crew reported anomaly. Finding: Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Applied high-temp RTV sealant (MIL-A-46146) and safety-wired mounting brackets per engineering order."
LOG-1339,2026-01-15 14:02,8,73-20,Engine Control (FADEC),Non-Routine Card NRC-1339 opened for Engine 8 Engine Control (FADEC). Finding: Debris found in magnetic chip detector (MCD); metallurgical analysis confirms #3 bearing wear particles. Action: Deferred per MEL 73-20-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check.
LOG-1340,2025-11-16 17:02,65,72-20,Fan Module / Bypass,Heavy Check C-Visit Finding | Engine 65 | Fan Module / Bypass: Excessive vibration recorded on the #2 bearing structural frame — 3.2 IPS pk-pk against limit of 2.5 IPS. Engineering disposition: Starter replaced (PN: 494-Z44); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-1341,2026-05-13 04:02,52,72-40,Combustor Section,"Maintenance Debrief Engine 52 (Combustor Section, ATA 72-40): Crew reported anomaly. Finding: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Turbine Rear Frame strut repair per DER-approved repair scheme RS-320-C44. NDT re-check clear. Returned to service."
LOG-1342,2026-04-22 09:02,70,73-10,Fuel System,Routine Inspection of Fuel System on Engine 70: Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Action Taken: Performed deep chemical wash and re-torqued casing bolts to 450 in-lbs per AMM 73-10-00-03.
LOG-1343,2026-01-09 22:02,59,72-20,Fan Module / Bypass,"Trend Analysis Report — Engine 59 Fan Module / Bypass: LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. Maintenance response: P&D valve replaced (PN: 621-Z63). Engine shutdown test × 3 confirms full closure within 1.5 s. Leak check clear."
LOG-1344,2025-12-10 00:02,78,79-00,Oil System,Heavy Check C-Visit Finding | Engine 78 | Oil System: Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Engineering disposition: Removed and routed to off-site MRO shop for full overhaul (work order WO-288-C62). Installed serviceable spare.
LOG-1345,2026-01-08 17:02,3,73-10,Fuel System,Routine Inspection of Fuel System on Engine 3: Engine mount forward link bushings worn beyond serviceable limits; free-play measured at 0.025 in. Action Taken: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 406-A90). WIF sensor re-tested OK.
LOG-1346,2025-09-03 09:02,49,72-50,High-Pressure Turbine (HPT),Routine Inspection of High-Pressure Turbine (HPT) on Engine 49: P&D valve failed to close during engine shutdown; fuel dribble into combustor confirmed. Action Taken: Bleed check valve replaced (PN: 891-C57). Bleed system functional test at ground idle and max continuous — normal.
LOG-1347,2026-04-04 12:02,62,72-50,Turbine Rear Frame (TRF),Borescope Work Order | Engine 62 | Turbine Rear Frame (TRF): Fuel flowmeter reading 4% low vs. calibrated master; suspected sensor contamination. Outcome: T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-1348,2025-11-01 05:02,1,72-50,High-Pressure Turbine (HPT),Routine Inspection of High-Pressure Turbine (HPT) on Engine 1: Micro-cracking observed on root attachment of HPC stage-2 blades; confirmed by fluorescent penetrant inspection (FPI). Action Taken: Turbine Rear Frame strut repair per DER-approved repair scheme RS-449-Z34. NDT re-check clear. Returned to service.
LOG-1349,2025-10-29 18:02,82,78-30,Exhaust / Nozzle,Shop Finding — Engine S/N 82 | Exhaust / Nozzle: LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Disposition: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-1350,2026-04-10 14:02,1,71-10,Inlet / Nacelle,ATA 71-10 | Engine 1: Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. Adjusted fuel-flow metering within FADEC software limits (ref SB 71-10-73-12). Cleared for revenue service.
LOG-1351,2026-02-14 20:02,73,72-30,Variable Stator Vane (VSV) System,ATA 72-30 | Engine 73: Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 382-C59). Tap test confirms no further delamination.
LOG-1352,2026-05-18 22:02,92,72-40,Combustor Section,Auto-Alert on Sensor S11 (Engine 92). Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-1353,2025-09-23 05:02,22,72-50,High-Pressure Turbine (HPT),Pilot Report — Engine 22 (High-Pressure Turbine (HPT)): Igniter plug A shows excessive electrode erosion; spark gap measured at 0.18 in (limit 0.12 in). Corrective Action: Starter replaced (PN: 625-X66); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-1354,2026-03-14 22:02,64,72-50,Turbine Rear Frame (TRF),"ATA 72-50 | Engine 64: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Replaced fuel nozzle set (24 nozzles, PN: 933-Z99). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-1355,2025-09-10 06:02,65,36-10,Bleed Air / Anti-Ice System,"Maintenance Debrief Engine 65 (Bleed Air / Anti-Ice System, ATA 36-10): Crew reported anomaly. Finding: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Deferred per MEL 36-10-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check."
LOG-1356,2025-11-24 22:02,61,73-20,Engine Control (FADEC),"Maintenance Debrief Engine 61 (Engine Control (FADEC), ATA 73-20): Crew reported anomaly. Finding: Engine mount forward link bushings worn beyond serviceable limits; free-play measured at 0.025 in. Fan cowl latch replaced (PN: 185-Z48). All 6 latches tested for positive engagement and safety catch. Ops check complete."
LOG-1357,2026-05-11 03:02,53,72-50,Turbine Rear Frame (TRF),Engine 53 AOG Recovery — Turbine Rear Frame (TRF) (ATA 72-50): Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Expedited action: VSV rigging adjusted per AMM 72-30-12 to restore schedule within ±1°. Functional test satisfactory.
LOG-1358,2025-11-03 23:02,78,72-60,Accessory Gearbox (AGB),Post-Flight Inspection Engine 78 (ATA 72-60): 5th-stage bleed check valve stuck open; high-pressure bleed air back-flowing into 9th-stage duct. Fan cowl latch replaced (PN: 806-Z87). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-1359,2025-11-11 03:02,86,72-40,Low-Pressure Turbine (LPT),"Maintenance Debrief Engine 86 (Low-Pressure Turbine (LPT), ATA 72-40): Crew reported anomaly. Finding: Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Turbine Rear Frame strut repair per DER-approved repair scheme RS-951-A49. NDT re-check clear. Returned to service."
LOG-1360,2025-05-27 13:02,37,71-10,Inlet / Nacelle,Engine 37 AOG Recovery — Inlet / Nacelle (ATA 71-10): FADEC logged 14 EICAS maintenance messages relating to T4.5 thermocouple channel mismatch. Expedited action: Anti-ice valve replaced (PN: 552-B80) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1361,2026-01-15 21:02,54,72-40,Combustor Section,Pilot Report — Engine 54 (Combustor Section): FADEC software exception code 0x4A31 — fuel control loop saturation at altitude relight attempt. Corrective Action: Component removed and replaced with serviceable unit (PN: 590-C71). Ground engine run and ops check normal.
LOG-1362,2026-04-27 23:02,42,72-30,High-Pressure Compressor (HPC),Heavy Check C-Visit Finding | Engine 42 | High-Pressure Compressor (HPC): Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Engineering disposition: Oil cooler replaced (PN: 193-A29). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-1363,2025-09-06 00:02,40,71-10,Inlet / Nacelle,"Heavy Check C-Visit Finding | Engine 40 | Inlet / Nacelle: Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Engineering disposition: High-pressure fuel pump replaced (PN: 890-Z79). Discharge pressure confirmed at 2,950 PSI at max continuous — within spec."
LOG-1364,2026-04-10 22:02,26,78-30,Thrust Reverser,Shop Finding — Engine S/N 26 | Thrust Reverser: Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Disposition: Hydraulic actuator seal kit replaced (PN: 320-Z78). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1365,2025-09-19 03:02,62,72-60,Accessory Gearbox (AGB),Routine Inspection of Accessory Gearbox (AGB) on Engine 62: Turbine Rear Frame strut cracks detected by eddy-current inspection; 3 of 10 struts affected. Action Taken: Anti-ice valve replaced (PN: 766-A72) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
